Date,High,Low,Open,Close,Volume,Adj Close,ticker
2018-10-24,24.51499938964844,24.457000732421875,24.489999771118164,24.489999771118164,17400.0,23.740398406982425,SUSB
2017-10-02,10.0,9.279999732971193,10.0,9.279999732971193,1700.0,9.279999732971193,ATIS
1999-07-26,3.09375,3.03125,3.03125,3.0625,86400.0,1.7609208822250366,KOSS
2002-04-04,46.099998474121094,44.2599983215332,44.29999923706055,45.84000015258789,1078100.0,45.84000015258789,TECD
2008-03-13,19.229999542236328,17.6299991607666,18.299999237060547,19.01000022888184,416600.0,18.321338653564453,GAIA
2009-12-03,15.84000015258789,12.960000038146973,12.960000038146973,15.84000015258789,43900.0,15.84000015258789,SNSS
2003-07-23,12.119999885559082,11.770000457763672,11.970000267028807,11.960000038146973,177700.0,11.960000038146973,PLXS
2010-09-27,41.84000015258789,40.88000106811523,41.47999954223633,41.290000915527344,1540700.0,37.83953475952149,LRCX
2017-12-12,1.0599999427795408,0.9700000286102296,1.0,1.0399999618530271,433100.0,1.0399999618530271,AEMD
2018-08-27,10.300000190734863,10.26099967956543,10.270000457763672,10.300000190734863,49200.0,10.300000190734863,VRRM
2000-01-28,2.0625,2.0,2.0,2.03125,6000.0,2.03125,NAII
2014-04-14,15.630000114440918,15.329999923706055,15.630000114440918,15.539999961853027,50300.0,13.60619068145752,TOWN
2011-03-01,3.740000009536743,3.6800000667572017,3.6800000667572017,3.7100000381469727,37200.0,3.7100000381469727,CYRN
2012-08-27,13.40999984741211,13.1899995803833,13.350000381469727,13.260000228881836,266500.0,11.919112205505373,HTLD
2013-01-30,30.3799991607666,29.78000068664551,30.040000915527344,30.059999465942386,229000.0,30.059999465942386,ECPG
2007-07-03,11.81999969482422,11.550000190734865,11.81999969482422,11.59000015258789,7500.0,10.615921020507812,TRIB
2019-07-29,2.816999912261963,2.4200000762939453,2.759999990463257,2.4600000381469727,304100.0,2.4600000381469727,RKDA
2017-06-05,24.25,23.54999923706055,24.25,23.54999923706055,90700.0,23.54999923706055,TSC
2009-07-07,23.60000038146973,22.100000381469727,23.440000534057614,22.770000457763672,64200.0,21.93551254272461,AMWD
2011-11-30,4.599999904632568,4.510000228881836,4.599999904632568,4.599999904632568,17300.0,4.270493030548097,CZWI
2011-11-22,10.5,9.779999732971193,9.779999732971193,10.100000381469727,47600.0,2.6656494140625,TAST
2015-08-06,17.790000915527344,17.559999465942386,17.6299991607666,17.59000015258789,14800.0,15.579076766967773,CCNE
2008-09-18,4.429999828338623,3.940000057220459,4.349999904632568,4.050000190734863,92000.0,4.050000190734863,LUNA
2018-03-01,9.920000076293944,9.489999771118164,9.729999542236328,9.81999969482422,181300.0,9.81999969482422,CCXI
2001-03-09,3.75,3.125,3.75,3.5,14100.0,1.2230885028839111,RCMT
1994-07-12,6.75,6.375,6.375,6.5,35600.0,6.364045143127441,COHR
1990-03-28,765.0,742.5,742.5,742.5,0.0,742.5,CLDX
2003-05-27,16.819999694824222,16.5,16.520000457763672,16.649999618530273,22000.0,16.649999618530273,SENEA
2006-09-19,8.720000267028809,8.720000267028809,8.720000267028809,8.720000267028809,100.0,7.761758327484131,IKNX
2012-01-11,122.0999984741211,118.8000030517578,121.44000244140624,120.12000274658205,2200.0,107.79657745361328,VXRT
2017-10-10,17.239999771118164,16.75,16.899999618530273,17.100000381469727,46100.0,16.685483932495114,SLP
1999-12-23,20.25,20.0,20.0,20.25,429000.0,8.2489013671875,XEL
2012-01-27,9.039999961853027,8.930000305175781,8.989999771118164,8.979999542236328,7593500.0,6.5863847732543945,ERIC
1997-07-25,279.375,275.625,275.625,279.375,400.0,11.776098251342773,CMCT
2017-04-26,1.7799999713897705,1.7200000286102295,1.7200000286102295,1.7799999713897705,1500.0,1.7799999713897705,BYFC
2009-02-26,1.0800000429153442,1.0800000429153442,1.0800000429153442,1.0800000429153442,5200.0,1.0800000429153442,BKYI
2017-12-21,29.6200008392334,29.290000915527344,29.290000915527344,29.54999923706055,2700.0,28.80139541625977,BICK
2017-12-14,76.25,74.83000183105469,75.75,75.0999984741211,78000.0,75.0999984741211,PLUS
2004-06-24,7.4124999046325675,7.255000114440918,7.364999771118164,7.392499923706055,867200.0,6.621094703674316,OTEX
2018-04-25,1.4299999475479126,1.3799999952316284,1.4299999475479126,1.3899999856948853,93800.0,1.3899999856948853,FORD
2016-01-12,10.9399995803833,10.43000030517578,10.539999961853027,10.90999984741211,351200.0,8.50318717956543,BGFV
2017-02-28,6.3400001525878915,5.940000057220459,6.199999809265138,5.940000057220459,270800.0,5.940000057220459,RMTI
2016-12-09,24.92499923706055,23.95000076293945,23.95000076293945,24.20000076293945,30000.0,24.20000076293945,ATEX
2019-06-07,0.6000000238418579,0.5199999809265137,0.6000000238418579,0.5400000214576721,89700.0,0.5400000214576721,GLG
1996-05-28,2.8888888359069824,2.740740776062012,2.740740776062012,2.777777671813965,110800.0,2.1446580886840816,IPAR
1998-08-21,12.0,11.916666984558105,12.0,11.972222328186035,2200.0,6.091383457183838,CAC
2010-08-30,9.300000190734863,8.699999809265138,9.239999771118164,8.699999809265138,38800.0,8.699999809265138,LGND
2014-04-11,47.52999877929688,47.0,47.290000915527344,47.11000061035156,790500.0,39.56046676635742,CINF
2010-11-11,29.10000038146973,27.32999992370605,28.60000038146973,28.040000915527344,1945300.0,28.040000915527344,TSLA
2006-10-09,60.72000122070313,59.90999984741211,60.31999969482422,60.38999938964844,1586200.0,35.85954284667969,EXC
2015-03-17,26.79999923706055,26.79999923706055,26.79999923706055,26.79999923706055,700.0,24.4641170501709,FORTY
2014-01-06,28.4950008392334,28.15999984741211,28.354999542236328,28.239999771118164,356400.0,25.3000602722168,OZK
2013-12-11,50.61000061035156,46.0,46.18000030517578,47.66999816894531,65900.0,47.66999816894531,BNFT
2000-04-07,24.625,22.25,23.0,22.25,113300.0,22.139577865600586,OLED
2016-11-15,30.85000038146973,30.309999465942386,30.520000457763672,30.770000457763672,20200.0,27.549091339111328,TBNK
1998-04-22,5.6875,5.5625,5.65625,5.65625,270800.0,5.129254817962647,MYGN
2011-06-06,18.030000686645508,17.68000030517578,17.719999313354492,17.829999923706055,713000.0,17.829999923706055,ALKS
2019-05-14,53.59000015258789,52.02000045776367,52.36000061035156,53.40999984741211,192600.0,53.16531372070313,IBTX
2018-02-20,6.199999809265138,5.829999923706055,6.1500000953674325,5.9000000953674325,883200.0,5.104685306549072,BGFV
2018-01-31,3.2000000476837163,3.0499999523162837,3.0499999523162837,3.0999999046325684,9400.0,3.0999999046325684,BVSN
2017-08-14,12.25,11.449999809265135,11.899999618530273,12.199999809265135,615300.0,12.199999809265135,CHRS
2008-04-01,26.31999969482422,24.82999992370605,25.7450008392334,26.19499969482422,13400.0,15.7823486328125,VLGEA
2011-12-05,13.021885871887207,12.836700439453125,12.937710762023926,12.920875549316404,23860000.0,12.778525352478027,EBAY
1994-03-16,5.333333492279053,5.222222328186035,5.333333492279053,5.222222328186035,63400.0,2.777944564819336,FWRD
2019-05-31,14.600000381469727,14.255000114440918,14.34000015258789,14.449999809265135,475000.0,14.449999809265135,ATNX
2007-01-29,13.032500267028807,12.787500381469727,12.912500381469727,12.970000267028807,4517600.0,12.970000267028807,FISV
